time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2022-02-08T16:44:02Z,161,0,0,0,0,0,162244324,1467,159098435,0,0,0,0,0,0,70250,0,0,0,0,0,0,0,7882,98,0,135,1,6,15940,0,0,0,0,0, ,0,0,0,0,0,0,70221,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,55,733666024,-1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,69247,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:45:02Z,161,0,0,0,0,0,162191228,1467,159045339,0,0,0,0,0,0,71321,0,0,0,0,0,0,0,7877,98,0,128,1,6,14223,0,0,0,0,0, ,0,0,0,0,0,0,71284,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,65,551843464,-1,0,0,0,0,0,0,0,0,0,0,3,0,7,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,70502,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:46:02Z,161,0,0,0,0,0,162259220,1467,159113331,0,0,0,0,0,0,73274,0,0,0,0,0,0,0,7877,98,0,118,1,6,15074,0,0,0,0,0, ,0,0,0,0,0,0,73236,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74,565724808,-1,0,0,0,0,0,0,0,0,0,0,2,0,10,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,71948,0,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:47:02Z,161,0,0,0,0,0,162371540,1467,159225651,0,0,0,0,0,0,72580,0,0,0,0,0,0,0,7882,98,0,111,1,6,14755,0,0,0,0,0, ,0,0,0,0,0,0,72552,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74,749857848,-1,0,0,0,0,0,0,0,0,0,0,3,0,7,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,71229,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:48:02Z,161,0,0,0,0,0,162420236,1467,159274347,0,0,0,0,0,0,71172,0,0,0,0,0,0,0,7879,98,0,102,1,6,13948,0,0,0,0,0, ,0,0,0,0,0,0,71144,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,77,646692960,-1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,70051,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:49:02Z,161,0,0,0,0,0,162365460,1467,159219571,0,0,0,0,0,0,70796,0,0,0,0,0,0,0,7879,98,0,94,1,6,14566,0,0,0,0,0, ,0,0,0,0,0,0,70766,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,65,765903728,-1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,70137,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:50:02Z,161,0,0,0,0,0,162365484,1467,159219595,0,0,0,0,0,0,72237,0,0,0,0,0,0,0,7875,97,0,84,1,6,14235,0,0,0,0,0, ,0,0,0,0,0,0,72207,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,543535096,-1,0,0,0,0,0,0,0,0,0,0,2,0,9,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,71221,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:51:02Z,161,0,0,0,0,0,162384972,1467,159239083,0,0,0,0,0,0,74385,0,0,0,0,0,0,0,7877,97,0,75,1,6,14701,0,0,0,0,0, ,0,0,0,0,0,0,74348,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,64,684500472,-1,0,0,0,0,0,0,0,0,0,0,2,0,9,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,73277,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:52:02Z,161,0,0,0,0,0,162455676,1467,159309787,0,0,0,0,0,0,75242,0,0,0,0,0,0,0,7876,97,0,68,1,6,15348,0,0,0,0,0, ,0,0,0,0,0,0,75221,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,64,692989560,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,74161,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:53:02Z,161,0,0,0,0,0,162461476,1467,159315587,0,0,0,0,0,0,73263,0,0,0,0,0,0,0,7873,97,0,58,1,6,14883,0,0,0,0,0, ,0,0,0,0,0,0,73227,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,67,841933584,-1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,72136,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:54:02Z,161,0,0,0,0,0,162500348,1467,159354459,0,0,0,0,0,0,74299,0,0,0,0,0,0,0,7871,98,0,50,1,6,15248,0,0,0,0,0, ,0,0,0,0,0,0,74273,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,67,745275192,-1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,73261,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:55:02Z,161,0,0,0,0,0,162415876,1467,159269987,0,0,0,0,0,0,71693,0,0,0,0,0,0,0,7867,98,0,43,1,6,13994,0,0,0,0,0, ,0,0,0,0,0,0,71664,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,64,619529336,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,71165,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:56:02Z,161,0,0,0,0,0,162423828,1467,159277939,0,0,0,0,0,0,73705,0,0,0,0,0,0,0,7865,98,0,33,1,6,15408,0,0,0,0,0, ,0,0,0,0,0,0,73671,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,61,856700408,-1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,72707,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:57:02Z,161,0,0,0,0,0,162437796,1467,159291907,0,0,0,0,0,0,72351,0,0,0,0,0,0,0,7866,98,0,25,1,6,15515,0,0,0,0,0, ,0,0,0,0,0,0,72320,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,749217112,-1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,71386,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:58:02Z,161,0,0,0,0,0,162409996,1467,159264107,0,0,0,0,0,0,74144,0,0,0,0,0,0,0,7866,98,0,16,1,6,14931,0,0,0,0,0, ,0,0,0,0,0,0,74105,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,66,617898168,-1,0,0,0,0,0,0,0,0,0,0,2,0,9,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,73345,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T16:59:02Z,161,0,0,0,0,0,162461516,1467,159315627,0,0,0,0,0,0,71852,0,0,0,0,0,0,0,7865,98,0,9,1,6,15134,0,0,0,0,0, ,0,0,0,0,0,0,71824,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,57,856852984,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,70843,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T17:00:02Z,161,0,0,0,0,0,162546836,1467,159400947,0,0,0,0,0,0,75157,0,0,0,0,0,0,0,7865,98,0,1,1,6,15386,0,0,0,0,0, ,0,0,0,0,0,0,75128,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,68,657973600,-1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,73932,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T17:01:02Z,161,0,0,0,0,0,162590020,1467,159444131,0,0,0,0,0,0,70884,0,0,0,0,0,0,0,7870,99,0,-4,1,6,14052,0,0,0,0,0, ,0,0,0,0,0,0,71017,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,62,742183984,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,458,0,178,0,916,0,0,0,0,0,0,0,0,0,0,69687,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08T17:01:57Z,1408172,0,0,0,0,0,167617627,4319,163063727,0,0,0,0,0,0,17880,0,0,0,0,0,0,0,7871,99,0,-4,1,6,3711,0,0,0,0,0, ,0,0,0,0,0,0,18721,0,0,0,943,2,369,1,0,3392,3431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644337441982,3145728,0,0,1268,0,1,390,1,34,1,0,0,3,19,0,0,0,0,0,0,608,16,0,0,36864,18,169669857,172,0,0,0,1,0,0,5,25,672234936,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,16059,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
